"year","month","state","month_num","male","female","adolescents","adults","seniors","total_deaths","covid_deaths","white","black","hispanic","asian","other","white_deaths","black_deaths","hispanic_deaths","asian_deaths","other_deaths","hover"
2021,1,"Illinois",13,1322,1083,0,376,2028,11942,2405,43.6,22,24.9,7.8,1.7,1653,303,347,93,0,"Total Number of Deaths: 11942
Total Number of COVID19 Deaths: 2405

White: 43.6
Black: 22
Hispanic: 24.9
Asian: 7.8
Other: 1.7

Adolescents: NA
Adult (Ages 18-64): 376
Seniors (Ages 65+): 2028"
2021,2,"Illinois",14,633,438,0,0,870,9767,1071,43.6,22,24.8,7.8,1.7,695,161,175,33,0,"Total Number of Deaths: 9767
Total Number of COVID19 Deaths: 1071

White: 43.6
Black: 22
Hispanic: 24.8
Asian: 7.8
Other: 1.7

Adolescents: NA
Adult (Ages 18-64): NA
Seniors (Ages 65+): 870"
2021,3,"Illinois",15,325,226,0,0,409,9440,551,43.3,22.1,25,7.9,1.7,342,98,82,27,0,"Total Number of Deaths: 9440
Total Number of COVID19 Deaths: 551

White: 43.3
Black: 22.1
Hispanic: 25
Asian: 7.9
Other: 1.7

Adolescents: NA
Adult (Ages 18-64): NA
Seniors (Ages 65+): 409"
2021,4,"Illinois",16,413,323,0,0,477,9383,736,43.1,22.2,25.1,7.8,1.7,417,180,113,23,0,"Total Number of Deaths: 9383
Total Number of COVID19 Deaths: 736

White: 43.1
Black: 22.2
Hispanic: 25.1
Asian: 7.8
Other: 1.7

Adolescents: NA
Adult (Ages 18-64): NA
Seniors (Ages 65+): 477"
2021,5,"Illinois",17,426,338,0,0,495,9492,764,43.2,22.1,25,7.8,1.7,413,214,99,31,0,"Total Number of Deaths: 9492
Total Number of COVID19 Deaths: 764

White: 43.2
Black: 22.1
Hispanic: 25
Asian: 7.8
Other: 1.7

Adolescents: NA
Adult (Ages 18-64): NA
Seniors (Ages 65+): 495"
2021,6,"Illinois",18,178,163,0,0,186,8908,341,43.6,21.9,24.9,7.9,1.7,183,86,67,0,0,"Total Number of Deaths: 8908
Total Number of COVID19 Deaths: 341

White: 43.6
Black: 21.9
Hispanic: 24.9
Asian: 7.9
Other: 1.7

Adolescents: NA
Adult (Ages 18-64): NA
Seniors (Ages 65+): 186"
2021,7,"Illinois",19,115,117,0,0,152,9224,232,43.5,22.2,24.8,7.7,1.7,158,51,21,0,0,"Total Number of Deaths: 9224
Total Number of COVID19 Deaths: 232

White: 43.5
Black: 22.2
Hispanic: 24.8
Asian: 7.7
Other: 1.7

Adolescents: 0
Adult (Ages 18-64): NA
Seniors (Ages 65+): 152"
2021,8,"Illinois",20,419,316,0,232,499,9834,735,44.3,21.7,24.5,7.8,1.7,536,131,54,14,0,"Total Number of Deaths: 9834
Total Number of COVID19 Deaths: 735

White: 44.3
Black: 21.7
Hispanic: 24.5
Asian: 7.8
Other: 1.7

Adolescents: NA
Adult (Ages 18-64): 232
Seniors (Ages 65+): 499"
2021,9,"Illinois",21,647,487,0,399,731,10061,1134,44.4,21.7,24.4,7.7,1.7,837,173,107,12,0,"Total Number of Deaths: 10061
Total Number of COVID19 Deaths: 1134

White: 44.4
Black: 21.7
Hispanic: 24.4
Asian: 7.7
Other: 1.7

Adolescents: NA
Adult (Ages 18-64): 399
Seniors (Ages 65+): 731"
2021,10,"Illinois",22,470,401,0,0,597,10161,871,44.2,21.7,24.6,7.7,1.7,656,111,85,15,0,"Total Number of Deaths: 10161
Total Number of COVID19 Deaths: 871

White: 44.2
Black: 21.7
Hispanic: 24.6
Asian: 7.7
Other: 1.7

Adolescents: 0
Adult (Ages 18-64): NA
Seniors (Ages 65+): 597"
2021,11,"Illinois",23,384,277,0,0,480,8637,661,44.2,21.7,24.5,7.8,1.7,508,76,64,13,0,"Total Number of Deaths: 8637
Total Number of COVID19 Deaths: 661

White: 44.2
Black: 21.7
Hispanic: 24.5
Asian: 7.8
Other: 1.7

Adolescents: 0
Adult (Ages 18-64): NA
Seniors (Ages 65+): 480"
2021,12,"Illinois",24,0,0,0,0,0,111,11,42.6,22.6,25.2,7.7,1.7,0,0,0,0,0,"Total Number of Deaths: 111
Total Number of COVID19 Deaths: 11

White: 42.6
Black: 22.6
Hispanic: 25.2
Asian: 7.7
Other: 1.7

Adolescents: 0
Adult (Ages 18-64): NA
Seniors (Ages 65+): NA"
2020,1,"Indiana",1,0,0,0,0,0,6247,0,0,0,0,0,0,0,0,0,0,0,"Total Number of Deaths: 6247
Total Number of COVID19 Deaths: 0

White: 0
Black: 0
Hispanic: 0
Asian: 0
Other: 0

Adolescents: 0
Adult (Ages 18-64): 0
Seniors (Ages 65+): 0"
2020,2,"Indiana",2,0,0,0,0,0,5828,0,0,0,0,0,0,0,0,0,0,0,"Total Number of Deaths: 5828
Total Number of COVID19 Deaths: 0

White: 0
Black: 0
Hispanic: 0
Asian: 0
Other: 0

Adolescents: 0
Adult (Ages 18-64): 0
Seniors (Ages 65+): 0"
2020,3,"Indiana",3,75,51,0,0,96,6263,126,56,26.1,11.4,3.7,2.8,77,48,0,0,0,"Total Number of Deaths: 6263
Total Number of COVID19 Deaths: 126

White: 56
Black: 26.1
Hispanic: 11.4
Asian: 3.7
Other: 2.8

Adolescents: 0
Adult (Ages 18-64): NA
Seniors (Ages 65+): 96"
2020,4,"Indiana",4,613,530,0,0,973,6745,1143,58.4,24,11.2,3.7,2.7,831,255,39,15,0,"Total Number of Deaths: 6745
Total Number of COVID19 Deaths: 1143

White: 58.4
Black: 24
Hispanic: 11.2
Asian: 3.7
Other: 2.7

Adolescents: NA
Adult (Ages 18-64): NA
Seniors (Ages 65+): 973"
2020,5,"Indiana",5,448,513,0,0,840,6634,961,58.3,23.9,11.6,3.5,2.7,747,164,39,0,0,"Total Number of Deaths: 6634
Total Number of COVID19 Deaths: 961

White: 58.3
Black: 23.9
Hispanic: 11.6
Asian: 3.5
Other: 2.7

Adolescents: NA
Adult (Ages 18-64): NA
Seniors (Ages 65+): 840"
2020,6,"Indiana",6,222,249,0,0,401,5932,471,60.2,22.1,11.3,3.6,2.7,355,78,29,0,0,"Total Number of Deaths: 5932
Total Number of COVID19 Deaths: 471

White: 60.2
Black: 22.1
Hispanic: 11.3
Asian: 3.6
Other: 2.7

Adolescents: 0
Adult (Ages 18-64): NA
Seniors (Ages 65+): 401"
2020,7,"Indiana",7,176,157,0,0,291,5992,333,62.1,20.3,11.7,3.3,2.7,257,54,19,0,0,"Total Number of Deaths: 5992
Total Number of COVID19 Deaths: 333

White: 62.1
Black: 20.3
Hispanic: 11.7
Asian: 3.3
Other: 2.7

Adolescents: 0
Adult (Ages 18-64): NA
Seniors (Ages 65+): 291"
2020,8,"Indiana",8,197,192,0,0,328,5975,389,63.5,19.4,11.1,3.3,2.6,309,52,26,0,0,"Total Number of Deaths: 5975
Total Number of COVID19 Deaths: 389

White: 63.5
Black: 19.4
Hispanic: 11.1
Asian: 3.3
Other: 2.6

Adolescents: 0
Adult (Ages 18-64): NA
Seniors (Ages 65+): 328"
2020,9,"Indiana",9,224,195,0,0,357,5897,419,64.9,18.6,10.6,3.2,2.6,358,34,24,0,0,"Total Number of Deaths: 5897
Total Number of COVID19 Deaths: 419

White: 64.9
Black: 18.6
Hispanic: 10.6
Asian: 3.2
Other: 2.6

Adolescents: NA
Adult (Ages 18-64): NA
Seniors (Ages 65+): 357"
2020,10,"Indiana",10,453,434,0,0,771,6696,887,67.4,16.7,10.2,3,2.6,784,60,31,0,0,"Total Number of Deaths: 6696
Total Number of COVID19 Deaths: 887

White: 67.4
Black: 16.7
Hispanic: 10.2
Asian: 3
Other: 2.6

Adolescents: 0
Adult (Ages 18-64): NA
Seniors (Ages 65+): 771"
2020,11,"Indiana",11,1075,961,0,269,1767,7850,2036,66.3,17.3,10.4,3.3,2.6,1836,115,59,17,0,"Total Number of Deaths: 7850
Total Number of COVID19 Deaths: 2036

White: 66.3
Black: 17.3
Hispanic: 10.4
Asian: 3.3
Other: 2.6

Adolescents: 0
Adult (Ages 18-64): 269
Seniors (Ages 65+): 1767"
2020,12,"Indiana",12,1506,1504,0,0,2625,9084,3010,62.9,20.3,10.5,3.6,2.7,2668,207,101,23,0,"Total Number of Deaths: 9084
Total Number of COVID19 Deaths: 3010

White: 62.9
Black: 20.3
Hispanic: 10.5
Asian: 3.6
Other: 2.7

Adolescents: NA
Adult (Ages 18-64): NA
Seniors (Ages 65+): 2625"
2021,1,"Indiana",13,1090,982,0,0,1758,8113,2072,62,21.1,10.6,3.6,2.7,1804,168,78,19,0,"Total Number of Deaths: 8113
Total Number of COVID19 Deaths: 2072

White: 62
Black: 21.1
Hispanic: 10.6
Asian: 3.6
Other: 2.7

Adolescents: NA
Adult (Ages 18-64): NA
Seniors (Ages 65+): 1758"
2021,2,"Indiana",14,402,345,0,0,621,6001,747,62.3,20.7,10.9,3.5,2.6,643,57,35,11,0,"Total Number of Deaths: 6001
Total Number of COVID19 Deaths: 747

White: 62.3
Black: 20.7
Hispanic: 10.9
Asian: 3.5
Other: 2.6

Adolescents: 0
Adult (Ages 18-64): NA
Seniors (Ages 65+): 621"
2021,3,"Indiana",15,180,145,0,0,244,5913,325,62,20.9,10.9,3.4,2.7,267,38,17,0,0,"Total Number of Deaths: 5913
Total Number of COVID19 Deaths: 325

White: 62
Black: 20.9
Hispanic: 10.9
Asian: 3.4
Other: 2.7

Adolescents: NA
Adult (Ages 18-64): NA
Seniors (Ages 65+): 244"
2021,4,"Indiana",16,145,145,0,0,200,5786,290,60.3,21.4,12.5,3.2,2.6,227,38,20,0,0,"Total Number of Deaths: 5786
Total Number of COVID19 Deaths: 290

White: 60.3
Black: 21.4
Hispanic: 12.5
Asian: 3.2
Other: 2.6

Adolescents: 0
Adult (Ages 18-64): NA
Seniors (Ages 65+): 200"
2021,5,"Indiana",17,192,169,0,0,241,5889,361,61.7,20.4,12.1,3.3,2.6,275,62,22,0,0,"Total Number of Deaths: 5889
Total Number of COVID19 Deaths: 361

White: 61.7
Black: 20.4
Hispanic: 12.1
Asian: 3.3
Other: 2.6

Adolescents: NA
Adult (Ages 18-64): NA
Seniors (Ages 65+): 241"
2021,6,"Indiana",18,112,99,0,0,140,5725,211,61,21.8,10.8,3.6,2.7,168,30,12,0,0,"Total Number of Deaths: 5725
Total Number of COVID19 Deaths: 211

White: 61
Black: 21.8
Hispanic: 10.8
Asian: 3.6
Other: 2.7

Adolescents: 0
Adult (Ages 18-64): NA
Seniors (Ages 65+): 140"
2021,7,"Indiana",19,82,89,0,0,115,5778,171,60.3,22.3,11,3.6,2.7,145,15,0,0,0,"Total Number of Deaths: 5778
Total Number of COVID19 Deaths: 171

White: 60.3
Black: 22.3
Hispanic: 11
Asian: 3.6
Other: 2.7

Adolescents: 0
Adult (Ages 18-64): NA
Seniors (Ages 65+): 115"
2021,8,"Indiana",20,353,298,0,0,439,6446,651,62.4,21,10.2,3.6,2.8,552,69,27,0,0,"Total Number of Deaths: 6446
Total Number of COVID19 Deaths: 651

White: 62.4
Black: 21
Hispanic: 10.2
Asian: 3.6
Other: 2.8

Adolescents: NA
Adult (Ages 18-64): NA
Seniors (Ages 65+): 439"
2021,9,"Indiana",21,749,572,0,494,822,7128,1321,61.9,21.4,10.3,3.5,2.7,1150,115,49,0,0,"Total Number of Deaths: 7128
Total Number of COVID19 Deaths: 1321

White: 61.9
Black: 21.4
Hispanic: 10.3
Asian: 3.5
Other: 2.7

Adolescents: NA
Adult (Ages 18-64): 494
Seniors (Ages 65+): 822"
2021,10,"Indiana",22,564,449,0,0,666,6747,1013,62.4,20.7,10.6,3.5,2.7,893,74,37,0,0,"Total Number of Deaths: 6747
Total Number of COVID19 Deaths: 1013

White: 62.4
Black: 20.7
Hispanic: 10.6
Asian: 3.5
Other: 2.7

Adolescents: 0
Adult (Ages 18-64): NA
Seniors (Ages 65+): 666"
2021,11,"Indiana",23,293,253,0,0,401,4324,546,64.2,18.9,10.8,3.5,2.7,493,27,20,0,0,"Total Number of Deaths: 4324
Total Number of COVID19 Deaths: 546

White: 64.2
Black: 18.9
Hispanic: 10.8
Asian: 3.5
Other: 2.7

Adolescents: 0
Adult (Ages 18-64): NA
Seniors (Ages 65+): 401"
2021,12,"Indiana",24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Total Number of Deaths: NA
Total Number of COVID19 Deaths: 0

White: 0
Black: 0
Hispanic: 0
Asian: 0
Other: 0

Adolescents: 0
Adult (Ages 18-64): 0
Seniors (Ages 65+): 0"
2020,1,"Iowa",1,0,0,0,0,0,2817,0,0,0,0,0,0,0,0,0,0,0,"Total Number of Deaths: 2817
Total Number of COVID19 Deaths: 0

White: 0
Black: 0
Hispanic: 0
Asian: 0
Other: 0

Adolescents: 0
Adult (Ages 18-64): 0
Seniors (Ages 65+): 0"
2020,2,"Iowa",2,0,0,0,0,0,2617,0,0,0,0,0,0,0,0,0,0,0,"Total Number of Deaths: 2617
Total Number of COVID19 Deaths: 0

White: 0
Black: 0
Hispanic: 0
Asian: 0
Other: 0

Adolescents: 0
Adult (Ages 18-64): 0
Seniors (Ages 65+): 0"
2020,3,"Iowa",3,0,0,0,0,0,2698,10,81.8,6.2,5.6,3.6,2.7,10,0,0,0,0,"Total Number of Deaths: 2698
Total Number of COVID19 Deaths: 10

White: 81.8
Black: 6.2
Hispanic: 5.6
Asian: 3.6
Other: 2.7

Adolescents: 0
Adult (Ages 18-64): NA
Seniors (Ages 65+): NA"
2020,4,"Iowa",4,87,84,0,0,132,2660,171,79.3,6.8,7,4.1,2.7,140,13,11,0,0,"Total Number of Deaths: 2660
Total Number of COVID19 Deaths: 171

White: 79.3
Black: 6.8
Hispanic: 7
Asian: 4.1
Other: 2.7

Adolescents: 0
Adult (Ages 18-64): NA
Seniors (Ages 65+): 132"
2020,5,"Iowa",5,224,192,0,0,337,2896,416,77.5,6.7,8.7,4.5,2.7,317,24,33,21,0,"Total Number of Deaths: 2896
Total Number of COVID19 Deaths: 416

White: 77.5
Black: 6.7
Hispanic: 8.7
Asian: 4.5
Other: 2.7

Adolescents: NA
Adult (Ages 18-64): NA
Seniors (Ages 65+): 337"
2020,6,"Iowa",6,86,73,0,0,126,2505,159,77.2,6.7,8.8,4.7,2.6,127,0,16,0,0,"Total Number of Deaths: 2505
Total Number of COVID19 Deaths: 159

White: 77.2
Black: 6.7
Hispanic: 8.8
Asian: 4.7
Other: 2.6

Adolescents: NA
Adult (Ages 18-64): NA
Seniors (Ages 65+): 126"
2020,7,"Iowa",7,97,77,0,0,144,2700,174,78.2,6.4,8.3,4.6,2.5,156,0,0,0,0,"Total Number of Deaths: 2700
Total Number of COVID19 Deaths: 174

White: 78.2
Black: 6.4
Hispanic: 8.3
Asian: 4.6
Other: 2.5

Adolescents: 0
Adult (Ages 18-64): NA
Seniors (Ages 65+): 144"
2020,8,"Iowa",8,139,134,0,0,231,2888,273,78.7,6.5,7.9,4.3,2.6,257,0,11,0,0,"Total Number of Deaths: 2888
Total Number of COVID19 Deaths: 273

White: 78.7
Black: 6.5
Hispanic: 7.9
Asian: 4.3
Other: 2.6

Adolescents: 0
Adult (Ages 18-64): NA
Seniors (Ages 65+): 231"
2020,9,"Iowa",9,111,139,0,0,208,2739,250,78.4,6.6,8,4.3,2.6,231,12,0,0,0,"Total Number of Deaths: 2739
Total Number of COVID19 Deaths: 250

White: 78.4
Black: 6.6
Hispanic: 8
Asian: 4.3
Other: 2.6

Adolescents: 0
Adult (Ages 18-64): NA
Seniors (Ages 65+): 208"
2020,10,"Iowa",10,281,242,0,0,470,3234,523,79.6,6.2,7.6,3.8,2.8,497,0,10,0,0,"Total Number of Deaths: 3234
Total Number of COVID19 Deaths: 523

White: 79.6
Black: 6.2
Hispanic: 7.6
Asian: 3.8
Other: 2.8

Adolescents: 0
Adult (Ages 18-64): NA
Seniors (Ages 65+): 470"
2020,11,"Iowa",11,796,720,0,0,1375,4030,1516,80,6.3,7.2,3.7,2.7,1443,29,25,10,0,"Total Number of Deaths: 4030
Total Number of COVID19 Deaths: 1516

White: 80
Black: 6.3
Hispanic: 7.2
Asian: 3.7
Other: 2.7

Adolescents: 0
Adult (Ages 18-64): NA
Seniors (Ages 65+): 1375"
2020,12,"Iowa",12,654,623,0,0,1164,3874,1277,79.4,6.3,7.6,4,2.6,1220,21,22,0,0,"Total Number of Deaths: 3874
Total Number of COVID19 Deaths: 1277

White: 79.4
Black: 6.3
Hispanic: 7.6
Asian: 4
Other: 2.6

Adolescents: 0
Adult (Ages 18-64): NA
Seniors (Ages 65+): 1164"
2021,1,"Iowa",13,356,354,0,0,629,3259,710,79,6.4,7.8,4.2,2.6,656,16,22,0,0,"Total Number of Deaths: 3259
Total Number of COVID19 Deaths: 710

White: 79
Black: 6.4
Hispanic: 7.8
Asian: 4.2
Other: 2.6

Adolescents: 0
Adult (Ages 18-64): NA
Seniors (Ages 65+): 629"
2021,2,"Iowa",14,155,117,0,0,238,2513,272,78.4,6.8,7.9,4.4,2.6,250,0,0,0,0,"Total Number of Deaths: 2513
Total Number of COVID19 Deaths: 272

White: 78.4
Black: 6.8
Hispanic: 7.9
Asian: 4.4
Other: 2.6

Adolescents: 0
Adult (Ages 18-64): NA
Seniors (Ages 65+): 238"
2021,3,"Iowa",15,83,74,0,0,127,2458,157,77.7,6.7,8.3,4.6,2.6,139,0,0,0,0,"Total Number of Deaths: 2458
Total Number of COVID19 Deaths: 157

White: 77.7
Black: 6.7
Hispanic: 8.3
Asian: 4.6
Other: 2.6

Adolescents: 0
Adult (Ages 18-64): NA
Seniors (Ages 65+): 127"
2021,4,"Iowa",16,74,41,0,0,86,2600,115,77.8,6.6,8.5,4.4,2.6,103,0,0,0,0,"Total Number of Deaths: 2600
Total Number of COVID19 Deaths: 115

White: 77.8
Black: 6.6
Hispanic: 8.5
Asian: 4.4
Other: 2.6

Adolescents: 0
Adult (Ages 18-64): NA
Seniors (Ages 65+): 86"
2021,5,"Iowa",17,54,47,0,0,76,2508,101,78.3,6.8,7.9,4.4,2.6,87,0,0,0,0,"Total Number of Deaths: 2508
Total Number of COVID19 Deaths: 101

White: 78.3
Black: 6.8
Hispanic: 7.9
Asian: 4.4
Other: 2.6

Adolescents: 0
Adult (Ages 18-64): NA
Seniors (Ages 65+): 76"
2021,6,"Iowa",18,28,19,0,0,36,2427,47,79,6.7,7.4,4.3,2.6,41,0,0,0,0,"Total Number of Deaths: 2427
Total Number of COVID19 Deaths: 47

White: 79
Black: 6.7
Hispanic: 7.4
Asian: 4.3
Other: 2.6

Adolescents: 0
Adult (Ages 18-64): NA
Seniors (Ages 65+): 36"
2021,7,"Iowa",19,34,26,0,0,0,2568,60,78.7,6.7,7.7,4.3,2.6,57,0,0,0,0,"Total Number of Deaths: 2568
Total Number of COVID19 Deaths: 60

White: 78.7
Black: 6.7
Hispanic: 7.7
Asian: 4.3
Other: 2.6

Adolescents: 0
Adult (Ages 18-64): NA
Seniors (Ages 65+): NA"
2021,8,"Iowa",20,101,87,0,0,127,2746,188,78.2,6.8,7.7,4.5,2.7,160,15,0,0,0,"Total Number of Deaths: 2746
Total Number of COVID19 Deaths: 188

White: 78.2
Black: 6.8
Hispanic: 7.7
Asian: 4.5
Other: 2.7

Adolescents: 0
Adult (Ages 18-64): NA
Seniors (Ages 65+): 127"
2021,9,"Iowa",21,219,168,0,0,270,2993,387,78.7,6.7,7.6,4.4,2.6,347,18,16,0,0,"Total Number of Deaths: 2993
Total Number of COVID19 Deaths: 387

White: 78.7
Black: 6.7
Hispanic: 7.6
Asian: 4.4
Other: 2.6

Adolescents: 0
Adult (Ages 18-64): NA
Seniors (Ages 65+): 270"
2021,10,"Iowa",22,251,201,0,0,312,3038,452,78.9,6.7,7.5,4.3,2.6,416,0,17,0,0,"Total Number of Deaths: 3038
Total Number of COVID19 Deaths: 452

White: 78.9
Black: 6.7
Hispanic: 7.5
Asian: 4.3
Other: 2.6

Adolescents: NA
Adult (Ages 18-64): NA
Seniors (Ages 65+): 312"
2021,11,"Iowa",23,162,145,0,0,219,2276,307,78.4,6.7,7.9,4.4,2.6,292,0,0,0,0,"Total Number of Deaths: 2276
Total Number of COVID19 Deaths: 307

White: 78.4
Black: 6.7
Hispanic: 7.9
Asian: 4.4
Other: 2.6

Adolescents: 0
Adult (Ages 18-64): NA
Seniors (Ages 65+): 219"
2021,12,"Iowa",24,0,0,0,0,0,48,0,79.8,6.4,7.4,3.7,2.7,0,0,0,0,0,"Total Number of Deaths: 48
Total Number of COVID19 Deaths: NA

White: 79.8
Black: 6.4
Hispanic: 7.4
Asian: 3.7
Other: 2.7

Adolescents: 0
Adult (Ages 18-64): NA
Seniors (Ages 65+): NA"
2020,1,"Kansas",1,0,0,0,0,0,2536,0,39.9,21.4,30.1,5.3,3.3,0,0,0,0,0,"Total Number of Deaths: 2536
Total Number of COVID19 Deaths: NA

White: 39.9
Black: 21.4
Hispanic: 30.1
Asian: 5.3
Other: 3.3

Adolescents: 0
Adult (Ages 18-64): 0
Seniors (Ages 65+): NA"
2020,2,"Kansas",2,0,0,0,0,0,2267,0,0,0,0,0,0,0,0,0,0,0,"Total Number of Deaths: 2267
Total Number of COVID19 Deaths: 0

White: 0
Black: 0
Hispanic: 0
Asian: 0
Other: 0

Adolescents: 0
Adult (Ages 18-64): 0
Seniors (Ages 65+): 0"
2020,3,"Kansas",3,10,0,0,0,0,2366,14,73,7.2,11.8,4.9,3.2,0,0,0,0,0,"Total Number of Deaths: 2366
Total Number of COVID19 Deaths: 14

White: 73
Black: 7.2
Hispanic: 11.8
Asian: 4.9
Other: 3.2

Adolescents: 0
Adult (Ages 18-64): NA
Seniors (Ages 65+): NA"
2020,4,"Kansas",4,59,70,0,0,106,2295,129,69.1,8.7,13.9,5.1,3.2,79,42,0,0,0,"Total Number of Deaths: 2295
Total Number of COVID19 Deaths: 129

White: 69.1
Black: 8.7
Hispanic: 13.9
Asian: 5.1
Other: 3.2

Adolescents: 0
Adult (Ages 18-64): NA
Seniors (Ages 65+): 106"
2020,5,"Kansas",5,55,46,0,0,64,2302,101,69,8.2,14.6,4.8,3.5,54,13,26,0,0,"Total Number of Deaths: 2302
Total Number of COVID19 Deaths: 101

White: 69
Black: 8.2
Hispanic: 14.6
Asian: 4.8
Other: 3.5

Adolescents: 0
Adult (Ages 18-64): NA
Seniors (Ages 65+): 64"
2020,6,"Kansas",6,40,26,0,0,55,2199,66,73.4,6.9,11.6,5,3.2,44,0,12,0,0,"Total Number of Deaths: 2199
Total Number of COVID19 Deaths: 66

White: 73.4
Black: 6.9
Hispanic: 11.6
Asian: 5
Other: 3.2

Adolescents: 0
Adult (Ages 18-64): NA
Seniors (Ages 65+): 55"
2020,7,"Kansas",7,83,32,0,0,86,2358,115,68.6,8.7,14.3,4.8,3.6,71,15,23,0,0,"Total Number of Deaths: 2358
Total Number of COVID19 Deaths: 115

White: 68.6
Black: 8.7
Hispanic: 14.3
Asian: 4.8
Other: 3.6

Adolescents: 0
Adult (Ages 18-64): NA
Seniors (Ages 65+): 86"
2020,8,"Kansas",8,99,85,0,0,144,2461,184,69.6,8.1,14,4.6,3.7,121,16,37,0,0,"Total Number of Deaths: 2461
Total Number of COVID19 Deaths: 184

White: 69.6
Black: 8.1
Hispanic: 14
Asian: 4.6
Other: 3.7

Adolescents: 0
Adult (Ages 18-64): NA
Seniors (Ages 65+): 144"
2020,9,"Kansas",9,135,96,0,0,201,2469,231,71.1,7.6,13.2,4.4,3.7,182,19,19,0,0,"Total Number of Deaths: 2469
Total Number of COVID19 Deaths: 231

White: 71.1
Black: 7.6
Hispanic: 13.2
Asian: 4.4
Other: 3.7

Adolescents: 0
Adult (Ages 18-64): NA
Seniors (Ages 65+): 201"
2020,10,"Kansas",10,227,193,0,0,379,2759,420,71.7,7.4,12.8,4.6,3.5,353,16,29,0,0,"Total Number of Deaths: 2759
Total Number of COVID19 Deaths: 420

White: 71.7
Black: 7.4
Hispanic: 12.8
Asian: 4.6
Other: 3.5

Adolescents: 0
Adult (Ages 18-64): NA
Seniors (Ages 65+): 379"
2020,11,"Kansas",11,487,422,0,0,806,3233,909,71,7.6,13.3,4.3,3.8,788,32,65,0,0,"Total Number of Deaths: 3233
Total Number of COVID19 Deaths: 909

White: 71
Black: 7.6
Hispanic: 13.3
Asian: 4.3
Other: 3.8

Adolescents: NA
Adult (Ages 18-64): NA
Seniors (Ages 65+): 806"
2020,12,"Kansas",12,694,644,0,0,1145,3872,1338,71.6,7.4,12.9,4.5,3.6,1147,56,89,19,0,"Total Number of Deaths: 3872
Total Number of COVID19 Deaths: 1338

White: 71.6
Black: 7.4
Hispanic: 12.9
Asian: 4.5
Other: 3.6

Adolescents: 0
Adult (Ages 18-64): NA
Seniors (Ages 65+): 1145"
2021,1,"Kansas",13,505,413,0,0,774,3265,918,71.6,7.4,12.9,4.5,3.6,782,44,52,16,0,"Total Number of Deaths: 3265
Total Number of COVID19 Deaths: 918

White: 71.6
Black: 7.4
Hispanic: 12.9
Asian: 4.5
Other: 3.6

Adolescents: 0
Adult (Ages 18-64): NA
Seniors (Ages 65+): 774"
2021,2,"Kansas",14,157,125,0,0,223,2425,282,71,7.6,13.2,4.5,3.7,219,19,27,0,0,"Total Number of Deaths: 2425
Total Number of COVID19 Deaths: 282

White: 71
Black: 7.6
Hispanic: 13.2
Asian: 4.5
Other: 3.7

Adolescents: 0
Adult (Ages 18-64): NA
Seniors (Ages 65+): 223"
2021,3,"Kansas",15,70,57,0,0,101,2347,127,70.1,7.9,13.7,4.5,3.8,105,0,10,0,0,"Total Number of Deaths: 2347
Total Number of COVID19 Deaths: 127

White: 70.1
Black: 7.9
Hispanic: 13.7
Asian: 4.5
Other: 3.8

Adolescents: 0
Adult (Ages 18-64): NA
Seniors (Ages 65+): 101"
2021,4,"Kansas",16,51,29,0,0,61,2181,80,70.7,7.7,13.3,4.5,3.8,60,0,0,0,0,"Total Number of Deaths: 2181
Total Number of COVID19 Deaths: 80

White: 70.7
Black: 7.7
Hispanic: 13.3
Asian: 4.5
Other: 3.8

Adolescents: 0
Adult (Ages 18-64): NA
Seniors (Ages 65+): 61"
2021,5,"Kansas",17,50,33,0,0,50,2283,83,69.5,8.1,14,4.5,3.9,62,0,14,0,0,"Total Number of Deaths: 2283
Total Number of COVID19 Deaths: 83

White: 69.5
Black: 8.1
Hispanic: 14
Asian: 4.5
Other: 3.9

Adolescents: 0
Adult (Ages 18-64): NA
Seniors (Ages 65+): 50"
2021,6,"Kansas",18,31,23,0,0,0,2213,54,70.7,7.8,13.2,4.5,3.7,45,0,0,0,0,"Total Number of Deaths: 2213
Total Number of COVID19 Deaths: 54

White: 70.7
Black: 7.8
Hispanic: 13.2
Asian: 4.5
Other: 3.7

Adolescents: 0
Adult (Ages 18-64): NA
Seniors (Ages 65+): NA"
2021,7,"Kansas",19,80,50,0,0,77,2379,130,71,7.6,13.2,4.5,3.7,109,0,0,0,0,"Total Number of Deaths: 2379
Total Number of COVID19 Deaths: 130

White: 71
Black: 7.6
Hispanic: 13.2
Asian: 4.5
Other: 3.7

Adolescents: 0
Adult (Ages 18-64): NA
Seniors (Ages 65+): 77"
2021,8,"Kansas",20,225,178,0,0,255,2688,403,71.6,7.5,12.8,4.5,3.7,322,44,22,0,0,"Total Number of Deaths: 2688
Total Number of COVID19 Deaths: 403

White: 71.6
Black: 7.5
Hispanic: 12.8
Asian: 4.5
Other: 3.7

Adolescents: 0
Adult (Ages 18-64): NA
Seniors (Ages 65+): 255"
